city_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
290,Lucapa,AO,2022-01-26 00:45:30,-8.4192,20.7447,65.34,98,100,5.39
291,Grand Gaube,MU,2022-01-26 00:42:56,-20.0064,57.6608,75.6,75,1,3.0
292,Aklavik,CA,2022-01-26 00:45:31,68.2191,-135.0107,23.83,79,100,18.41
293,Nabire,ID,2022-01-26 00:45:31,-3.3667,135.4833,83.95,77,98,2.75
294,Valparaiso,CL,2022-01-26 00:45:32,-33.0393,-71.6273,62.24,77,0,8.05
295,Linfen,CN,2022-01-26 00:45:32,36.0889,111.5189,37.62,52,100,3.27
296,Paamiut,GL,2022-01-26 00:45:33,61.994,-49.6678,19.98,76,100,5.68
297,Erdenet,MN,2022-01-26 00:45:33,49.0333,104.0833,-10.21,97,5,3.62
298,Hervey Bay,AU,2022-01-26 00:42:04,-25.2986,152.8535,84.31,69,100,1.7
299,Kabanjahe,ID,2022-01-26 00:45:34,3.1001,98.4908,63.36,95,100,1.21
300,Pokhara,NP,2022-01-26 00:45:11,28.2333,83.9833,46.9,52,46,4.43
301,Te Anau,NZ,2022-01-26 00:45:34,-45.4167,167.7167,56.5,83,95,3.31
302,Mahebourg,MU,2022-01-26 00:45:35,-20.4081,57.7,75.49,69,20,5.75
303,Stykkisholmur,IS,2022-01-26 00:45:35,65.0757,-22.7297,27.32,81,32,6.2
304,Batesville,US,2022-01-26 00:45:35,35.7698,-91.641,36.01,35,0,4.61
305,Port Keats,AU,2022-01-26 00:45:36,-14.25,129.55,77.02,92,100,7.38
306,Shantipur,IN,2022-01-26 00:45:37,23.25,88.4667,70.97,73,100,3.24
307,Yumen,CN,2022-01-26 00:45:37,40.2833,97.2,16.39,51,91,8.59
308,Saint-Pierre,RE,2022-01-26 00:45:37,-21.3393,55.4781,74.88,69,75,9.22
309,Plouzane,FR,2022-01-26 00:41:42,48.3833,-4.6167,34.12,100,75,3.44
310,Anadyr,RU,2022-01-26 00:45:38,64.75,177.4833,-19.7,76,0,4.47
311,Meulaboh,ID,2022-01-26 00:45:38,4.1363,96.1285,77.05,85,92,3.47
312,Sanghar,PK,2022-01-26 00:45:39,26.0466,68.9481,46.47,24,0,5.5
313,Le Port,RE,2022-01-26 00:45:39,-20.9373,55.2919,75.2,73,68,1.92
314,Taybad,IR,2022-01-26 00:45:40,34.74,60.7756,37.54,49,0,0.27
315,Canaries,ES,2022-01-26 00:45:40,28.0,-15.5,53.56,63,20,11.5
316,Itoman,JP,2022-01-26 00:45:41,26.1247,127.6694,66.22,63,20,10.36
317,Vardo,NO,2022-01-26 00:45:41,70.3705,31.1107,26.8,75,26,24.34
318,Puerto Escondido,MX,2022-01-26 00:45:41,15.85,-97.0667,78.58,75,0,5.03
319,Ancud,CL,2022-01-26 00:45:42,-41.8697,-73.8203,62.13,82,0,2.15
320,Natal,BR,2022-01-26 00:45:42,-5.795,-35.2094,82.62,74,20,10.36
321,Itarema,BR,2022-01-26 00:45:42,-2.9248,-39.9167,80.53,74,99,11.27
322,Green River,US,2022-01-26 00:45:43,41.5286,-109.4662,25.2,55,7,1.99
323,Fukue,JP,2022-01-26 00:45:43,32.6881,128.8419,50.36,66,20,12.66
324,Tilichiki,RU,2022-01-26 00:45:44,60.4667,166.1,-9.81,92,100,11.43
325,Tabory,RU,2022-01-26 00:45:44,58.5198,64.5495,8.19,95,73,5.17
326,Redlands,US,2022-01-26 00:43:23,34.0556,-117.1825,69.3,19,0,6.22
327,Port Loko,SL,2022-01-26 00:45:45,8.7667,-12.7833,70.07,87,13,2.71
328,Port-Gentil,GA,2022-01-26 00:45:45,-0.7193,8.7815,79.84,80,54,7.52
329,Huarmey,PE,2022-01-26 00:46:46,-10.0681,-78.1522,71.82,81,29,7.11
330,Qaqortoq,GL,2022-01-26 00:46:46,60.7167,-46.0333,27.1,80,100,10.25
331,Saint-Georges,GD,2022-01-26 00:46:47,12.0564,-61.7485,76.68,83,20,11.5
332,Pavlivka,UA,2022-01-26 00:46:47,49.4414,28.4596,25.25,97,100,7.34
333,Killybegs,IE,2022-01-26 00:46:47,54.6333,-8.45,43.45,91,100,10.16
334,Envira,BR,2022-01-26 00:46:48,-7.3,-70.2167,71.64,99,97,1.72
335,Nizhniy Tsasuchey,RU,2022-01-26 00:46:48,50.5167,115.1333,-1.75,88,32,7.87
336,Voorst,NL,2022-01-26 00:46:49,52.1667,6.1333,38.16,91,100,4.83
337,Missoula,US,2022-01-26 00:45:01,47.0166,-113.8009,19.85,85,95,3.13
338,Ciudad Bolivar,VE,2022-01-26 00:43:50,8.1222,-63.5497,80.19,66,100,15.12
339,Tombouctou,ML,2022-01-26 00:46:49,20.0,-3.0,65.08,18,100,11.34
340,Belousovka,KZ,2022-01-26 00:46:50,50.1339,82.5239,-20.99,76,75,4.47
341,Canico,PT,2022-01-26 00:46:50,32.6333,-16.85,61.88,76,40,3.0
342,Douglas,US,2022-01-26 00:46:51,41.3,-96.167,17.89,51,0,5.75
343,Bushehr,IR,2022-01-26 00:46:51,28.9684,50.8385,53.69,76,0,0.0
344,Puerto Cabezas,NI,2022-01-26 00:46:52,14.0351,-83.3888,75.22,84,5,5.95
345,Bandarbeyla,SO,2022-01-26 00:46:52,9.4942,50.8122,72.72,66,3,17.47
346,Tres Lagoas,BR,2022-01-26 00:46:52,-20.7511,-51.6783,79.03,70,64,6.17
347,Latung,PH,2022-01-26 00:46:53,5.5,120.8833,81.93,78,97,7.7
348,Beringovskiy,RU,2022-01-26 00:46:53,63.05,179.3167,-21.89,92,23,0.31
349,Evensk,RU,2022-01-26 00:46:54,61.95,159.2333,-3.69,84,100,6.33
350,Kirakira,SB,2022-01-26 00:46:54,-10.4544,161.9205,86.23,72,62,12.86
351,Rubiataba,BR,2022-01-26 00:46:54,-15.1644,-49.8033,69.39,89,20,1.01
352,Portland,US,2022-01-26 00:43:47,45.5234,-122.6762,48.78,65,20,1.01
353,Ramona,US,2022-01-26 00:46:55,33.0417,-116.8681,62.44,69,0,3.0
354,Upington,ZA,2022-01-26 00:46:56,-28.4478,21.2561,75.58,38,0,1.14
355,San Quintin,MX,2022-01-26 00:46:56,30.4833,-115.95,58.39,73,19,5.68
356,Tongliao,CN,2022-01-26 00:46:57,43.6125,122.2653,6.42,83,5,9.24
357,Lewisporte,CA,2022-01-26 00:46:57,49.2499,-55.0482,21.58,90,100,3.85
358,Wellington,NZ,2022-01-26 00:46:57,-41.2866,174.7756,73.06,84,100,1.99
359,Samarai,PG,2022-01-26 00:46:58,-10.6167,150.6667,85.57,68,100,1.23
360,Yerbogachen,RU,2022-01-26 00:46:58,61.2767,108.0108,-19.64,100,98,3.44
361,Kuandian,CN,2022-01-26 00:46:59,40.7286,124.7847,20.08,54,0,4.07
362,Khani,GE,2022-01-26 00:46:59,41.9563,42.9566,29.77,84,100,5.79
363,Haines Junction,CA,2022-01-26 00:44:16,60.7522,-137.5108,33.75,55,15,3.44
364,Acarau,BR,2022-01-26 00:47:00,-2.8856,-40.12,80.6,75,80,12.62
365,Pattani,TH,2022-01-26 00:47:00,6.75,100.4167,74.91,82,64,4.18
366,Bilibino,RU,2022-01-26 00:47:01,68.0546,166.4372,-38.49,96,53,3.09
367,Oistins,BB,2022-01-26 00:47:01,13.0667,-59.5333,73.49,83,75,9.22
368,Katobu,ID,2022-01-26 00:47:01,-4.9408,122.5276,83.79,70,100,4.5
369,Hami,CN,2022-01-26 00:47:02,42.8,93.45,21.2,51,3,3.78
370,Mana,GF,2022-01-26 00:47:02,5.6592,-53.7767,76.59,84,100,9.26
371,Road Town,VG,2022-01-26 00:47:03,18.4167,-64.6167,77.04,73,20,8.05
372,Gejiu,CN,2022-01-26 00:47:03,23.306,103.1635,45.57,93,94,6.17
373,Buala,SB,2022-01-26 00:47:03,-8.145,159.5921,82.15,78,100,5.64
374,Cherepovets,RU,2022-01-26 00:47:04,59.1333,37.9,12.09,98,93,4.99
375,Kenora,CA,2022-01-26 00:47:04,49.8167,-94.4337,-13.23,76,0,6.91
376,Klichka,RU,2022-01-26 00:48:05,50.4457,117.996,-11.87,99,64,2.75
377,Gornopravdinsk,RU,2022-01-26 00:48:05,60.05,69.9,-3.39,100,100,4.85
378,San Juan,AR,2022-01-26 00:47:09,-31.5375,-68.5364,81.39,56,91,14.76
379,Gizo,SB,2022-01-26 00:45:28,-8.103,156.8419,84.04,72,100,4.32
380,Murmashi,RU,2022-01-26 00:48:06,68.8154,32.8115,19.81,73,0,8.99
381,Witbank,ZA,2022-01-26 00:48:06,-25.8713,29.2332,57.99,95,100,10.0
382,Kloulklubed,PW,2022-01-26 00:48:07,7.0419,134.2556,82.9,73,95,19.69
383,Caravelas,BR,2022-01-26 00:48:07,-17.7125,-39.2481,76.77,84,100,8.79
384,Rawson,AR,2022-01-26 00:48:08,-43.3002,-65.1023,62.31,63,1,18.95
385,Port Hardy,CA,2022-01-26 00:48:09,50.6996,-127.4199,41.18,87,75,2.3
386,Katherine,AU,2022-01-26 00:48:09,-14.4667,132.2667,80.92,78,75,11.5
387,Kushima,JP,2022-01-26 00:48:09,31.4583,131.2333,51.31,58,4,7.56
388,Viisoara,RO,2022-01-26 00:48:10,46.55,23.9167,18.75,96,100,1.83
389,Mpongwe,ZM,2022-01-26 00:48:10,-13.5091,28.155,62.6,98,100,2.66
390,Filadelfia,US,2022-01-26 00:47:04,39.9523,-75.1638,35.02,55,0,1.99
391,Nangwa,TZ,2022-01-26 00:48:11,-4.4667,35.45,59.23,80,100,4.14
392,Hambantota,LK,2022-01-26 00:48:11,6.1241,81.1185,66.54,100,20,2.3
393,San Jose,US,2022-01-26 00:47:01,37.3394,-121.895,63.41,62,0,1.01
394,Havre-Saint-Pierre,CA,2022-01-26 00:48:12,50.2334,-63.5986,14.59,85,100,12.66
395,Nha Trang,VN,2022-01-26 00:48:12,12.25,109.1833,77.0,85,85,5.61
396,Livingstone,ZM,2022-01-26 00:48:13,-17.8419,25.8543,66.27,96,100,3.58
397,Manuk Mangkaw,PH,2022-01-26 00:48:13,4.8,119.85,81.05,79,99,10.4
398,Naze,JP,2022-01-26 00:48:14,28.3667,129.4833,59.92,64,43,9.66
399,Panguna,PG,2022-01-26 00:48:14,-6.3164,155.4848,82.24,66,90,2.44
400,Iskateley,RU,2022-01-26 00:48:14,67.6803,53.1512,14.22,95,78,10.76
401,Avera,US,2022-01-26 00:48:15,33.194,-82.5271,53.71,72,97,5.03
402,Altagracia De Orituco,VE,2022-01-26 00:48:15,9.8601,-66.3814,70.77,85,100,8.68
403,Nouadhibou,MR,2022-01-26 00:48:16,20.931,-17.0347,66.18,72,99,23.02
404,Egvekinot,RU,2022-01-26 00:48:16,66.3167,-179.1667,-26.73,90,100,0.58
405,Hadrut,AZ,2022-01-26 00:48:16,39.52,47.0318,30.74,91,57,2.51
406,Ihosy,MG,2022-01-26 00:48:17,-22.4,46.1167,61.36,95,54,5.79
407,Crotone,IT,2022-01-26 00:48:17,39.0851,17.1178,33.93,47,0,5.59
408,Ustyuzhna,RU,2022-01-26 00:48:17,58.8394,36.4321,10.47,99,88,4.38
409,Cansahcab,MX,2022-01-26 00:48:18,21.1667,-89.1,73.53,89,77,4.14
410,San Cristobal,VE,2022-01-26 00:48:18,7.7669,-72.225,75.38,82,100,2.33
411,Do Gonbadan,IR,2022-01-26 00:48:19,30.3586,50.7981,44.69,87,0,0.0
412,Nikolskiy,RU,2022-01-26 00:48:19,60.9151,34.0645,-5.28,100,100,2.75
413,Kashan,IR,2022-01-26 00:48:19,33.9831,51.4364,43.54,47,0,5.44
414,Mecca,SA,2022-01-26 00:44:44,21.4267,39.8261,67.05,66,0,3.89
415,Bunol,ES,2022-01-26 00:48:20,39.4167,-0.7833,45.91,91,100,3.87
416,Ocampo,MX,2022-01-26 00:48:20,21.65,-101.5,55.62,39,1,9.22
417,Cenotillo,MX,2022-01-26 00:48:21,20.9667,-88.6167,73.35,89,50,6.46
418,Nikel,RU,2022-01-26 00:48:21,69.4128,30.222,19.58,86,42,18.21
419,Petawawa,CA,2022-01-26 00:48:22,45.9001,-77.3328,2.79,51,0,5.75
420,Cayenne,GF,2022-01-26 00:44:41,4.9333,-52.3333,80.1,85,75,1.01
421,Iwaki,JP,2022-01-26 00:48:22,37.05,140.8833,43.34,90,100,4.94
422,Cukai,MY,2022-01-26 00:49:23,4.25,103.4167,73.54,80,31,4.83
423,Sao Joao Da Barra,BR,2022-01-26 00:49:23,-21.6403,-41.0511,75.43,90,4,9.15
424,Dwarka,IN,2022-01-26 00:49:23,22.2394,68.9678,63.97,39,0,11.27
425,Eydhafushi,MV,2022-01-26 00:49:24,5.1033,73.0708,80.13,62,78,10.16
426,Lebork,PL,2022-01-26 00:49:24,54.5392,17.7501,39.92,90,67,6.78
427,Bowen,AU,2022-01-26 00:49:25,-20.0167,148.2333,84.42,84,100,7.31
428,Bella Vista,US,2022-01-26 00:49:25,36.4295,-94.2316,32.85,40,100,3.0
429,Acapulco,MX,2022-01-26 00:49:26,16.8634,-99.8901,77.76,66,0,7.92
430,Chateauroux,FR,2022-01-26 00:49:26,46.8167,1.7,29.35,100,100,2.3
431,Ludvika,SE,2022-01-26 00:49:26,60.1496,15.1878,29.61,89,100,9.8
432,Uwajima,JP,2022-01-26 00:49:27,33.2238,132.56,44.56,83,94,10.96
433,Nova Esperanca,BR,2022-01-26 00:49:27,4.438,-61.1151,74.39,79,99,0.49
434,Dudinka,RU,2022-01-26 00:49:28,69.4058,86.1778,1.62,93,100,23.11
435,Atar,MR,2022-01-26 00:49:28,20.5169,-13.0499,68.13,34,6,8.63
436,Uetendorf,CH,2022-01-26 00:49:28,46.7739,7.5725,35.22,100,100,3.44
437,Hillsborough,US,2022-01-26 00:49:29,37.5741,-122.3794,62.85,77,20,3.0
438,Bonthe,SL,2022-01-26 00:49:29,7.5264,-12.505,76.35,81,2,2.26
439,Bambous Virieux,MU,2022-01-26 00:49:30,-20.3428,57.7575,75.45,69,20,5.75
440,Weston,US,2022-01-26 00:49:30,26.1004,-80.3998,70.99,74,0,3.0
441,Blagoyevo,RU,2022-01-26 00:49:30,63.3667,47.9167,18.05,95,100,5.48
442,Ngunguru,NZ,2022-01-26 00:49:31,-35.6167,174.5,73.17,74,36,14.18
443,Hobyo,SO,2022-01-26 00:49:31,5.3505,48.5268,75.25,64,0,18.86
444,Penzance,GB,2022-01-26 00:49:32,50.1186,-5.5371,38.08,77,52,6.71
445,Sorong,ID,2022-01-26 00:49:32,-0.8833,131.25,84.67,78,73,13.94
446,Lixourion,GR,2022-01-26 00:49:32,38.2019,20.4314,43.54,44,2,7.2
447,Narnaul,IN,2022-01-26 00:49:33,28.0444,76.1083,49.01,73,49,4.18
448,Svetlyy,RU,2022-01-26 00:49:33,54.675,20.1347,34.97,93,99,3.83
449,Kungurtug,RU,2022-01-26 00:49:34,50.5994,97.5228,-17.37,96,94,1.72
450,Dongli,CN,2022-01-26 00:49:34,23.5656,116.8194,60.78,100,40,2.24
451,Saint-Augustin,CA,2022-01-26 00:49:34,51.226,-58.6502,3.4,94,99,5.5
452,Zhigansk,RU,2022-01-26 00:49:35,66.7697,123.3711,-13.52,98,97,7.92
453,La Llagosta,ES,2022-01-26 00:49:35,41.5144,2.193,48.43,83,20,0.0
454,Pimentel,PE,2022-01-26 00:49:35,-6.8367,-79.9342,71.55,81,14,11.18
455,Krasnoselkup,RU,2022-01-26 00:49:36,65.7,82.4667,-12.84,98,39,12.08
456,Sernovodsk,RU,2022-01-26 00:49:36,43.3117,45.1594,19.96,86,39,1.54
457,Astoria,US,2022-01-26 00:45:28,46.1879,-123.8313,54.86,69,0,4.0
458,Prince George,CA,2022-01-26 00:48:02,53.9166,-122.753,33.24,69,0,13.8
459,Chapulhuacan,MX,2022-01-26 00:46:11,21.1667,-98.9,55.78,97,63,2.37
460,Pachperwa,IN,2022-01-26 00:49:37,27.5167,82.65,53.6,78,89,5.26
461,Deputatskiy,RU,2022-01-26 00:49:38,69.3,139.9,-31.65,99,35,5.46
462,Medea,DZ,2022-01-26 00:49:38,36.2642,2.7539,41.45,62,6,7.4
463,Kruisfontein,ZA,2022-01-26 00:49:39,-34.0033,24.7314,67.89,93,100,7.81
464,Tainan,TW,2022-01-26 00:45:21,22.9908,120.2133,69.58,88,40,6.91
465,Kamina,CD,2022-01-26 00:49:39,-8.7386,24.9906,63.77,97,100,6.53
466,Buta,CD,2022-01-26 00:49:40,2.7858,24.73,69.89,47,99,0.92
467,Keetmanshoop,NA,2022-01-26 00:49:40,-26.5833,18.1333,81.43,27,0,6.91
468,Oktyabrskoye,RU,2022-01-26 00:49:41,43.0645,44.7417,17.62,90,32,3.8
469,Kihei,US,2022-01-26 00:48:24,20.785,-156.4656,82.42,55,20,19.57
470,Peski,RU,2022-01-26 00:50:41,55.2163,38.7626,17.56,97,100,3.67
471,Langres,FR,2022-01-26 00:50:42,47.8333,5.3333,25.65,82,0,2.84
472,Shitanjing,CN,2022-01-26 00:50:42,39.2342,106.3439,20.26,52,65,2.77
473,Salalah,OM,2022-01-26 00:50:42,17.0151,54.0924,67.12,33,5,7.29
474,Saint-Francois,FR,2022-01-26 00:50:43,46.4154,3.9054,25.68,93,100,2.3
475,Halifax,CA,2022-01-26 00:48:46,44.6453,-63.5724,37.47,95,100,5.01
476,Nome,US,2022-01-26 00:50:43,64.5011,-165.4064,-5.73,84,40,0.0
477,Bazhovo,RU,2022-01-26 00:50:43,55.0604,61.6054,6.96,95,11,3.67
478,Collie,AU,2022-01-26 00:50:44,-33.3667,116.15,64.98,47,0,7.83
479,Slave Lake,CA,2022-01-26 00:50:44,55.2834,-114.769,42.78,56,100,26.46
480,Shimoda,JP,2022-01-26 00:50:45,34.6667,138.95,46.76,76,100,7.38
481,Gotsu,JP,2022-01-26 00:50:45,35.0,132.2167,48.34,68,78,16.06
482,Ust-Tsilma,RU,2022-01-26 00:50:46,65.441,52.1498,19.35,95,100,7.54
483,Cabimas,VE,2022-01-26 00:50:46,10.3883,-71.4399,80.26,70,53,18.72
484,Sebinkarahisar,TR,2022-01-26 00:50:47,40.2883,38.4236,20.05,91,100,4.83
485,Sortavala,RU,2022-01-26 00:50:47,61.7053,30.6918,12.81,98,53,4.36
486,Novaya Tavolzhanka,RU,2022-01-26 00:50:48,50.3512,36.8298,18.82,97,100,4.36
487,Oktyabrskiy,RU,2022-01-26 00:50:48,54.4815,53.471,-2.81,100,75,4.25
488,Merauke,ID,2022-01-26 00:50:48,-8.4667,140.3333,84.83,71,97,4.74
489,Kaspiysk,RU,2022-01-26 00:46:00,42.8816,47.6392,32.23,86,100,4.0
490,Svetlaya,RU,2022-01-26 00:50:49,46.5389,138.3297,18.93,68,100,3.42
491,Abrau-Dyurso,RU,2022-01-26 00:50:49,44.69,37.59,27.86,77,100,5.53
492,Brae,GB,2022-01-26 00:50:49,60.3964,-1.353,44.51,70,48,33.02
493,Prieska,ZA,2022-01-26 00:50:50,-29.6641,22.7474,79.36,28,2,2.98
494,The Valley,AI,2022-01-26 00:50:50,18.217,-63.0578,77.09,74,36,17.81
495,Malanje,AO,2022-01-26 00:50:51,-9.5402,16.341,64.17,99,100,1.34
496,Aberystwyth,GB,2022-01-26 00:50:51,52.4155,-4.0829,40.89,83,86,3.49
497,Baikunthpur,IN,2022-01-26 00:50:51,23.25,82.55,47.17,71,0,3.04
498,Santa Cruz,BO,2022-01-26 00:50:52,-17.8,-63.1667,83.66,70,40,6.91
499,Leningradskiy,RU,2022-01-26 00:50:52,69.3833,178.4167,-26.91,86,25,4.38
500,Nalut,LY,2022-01-26 00:50:53,30.3333,10.85,41.47,83,8,9.82
501,Santa Maria Da Vitoria,BR,2022-01-26 00:50:53,-13.3947,-44.1886,67.91,99,97,5.75
502,Manta,EC,2022-01-26 00:50:54,-0.95,-80.7333,74.98,88,100,5.75
503,Thurso,GB,2022-01-26 00:50:54,58.5927,-3.5259,46.35,82,100,26.84
504,Koslan,RU,2022-01-26 00:50:54,63.4564,48.8989,18.45,95,100,6.33
505,Saint-Joseph,RE,2022-01-26 00:50:55,-21.3667,55.6167,73.78,70,98,12.62
506,Saint Anthony,US,2022-01-26 00:50:55,45.0205,-93.218,-0.62,66,0,1.01
507,San Marcos,US,2022-01-26 00:49:33,33.1434,-117.1661,64.22,74,0,3.0
508,Harwich,GB,2022-01-26 00:50:56,51.9419,1.2844,37.0,84,93,3.0
509,Barkhan,PK,2022-01-26 00:50:56,29.8977,69.5256,39.81,33,0,4.38
510,Troitskoye,RU,2022-01-26 00:50:56,52.9821,84.6757,-1.39,95,100,5.19
511,Lucea,JM,2022-01-26 00:50:57,18.451,-78.1736,80.46,78,63,3.83
512,Luanda,AO,2022-01-26 00:50:57,-8.8368,13.2343,77.18,81,100,6.62
513,Alofi,NU,2022-01-26 00:50:58,-19.0595,-169.9187,85.89,70,75,11.5
514,Raudeberg,NO,2022-01-26 00:50:58,61.9875,5.1352,44.2,95,97,11.01
515,Makarov,RU,2022-01-26 00:51:58,48.6333,142.8,11.43,78,87,1.74
516,Mgandu,TZ,2022-01-26 00:51:59,-5.95,34.1333,61.5,90,81,0.63
517,Dayong,CN,2022-01-26 00:51:59,25.0209,118.2898,62.28,73,21,2.68
518,Mata,PT,2022-01-26 00:52:00,40.683,-7.4592,42.6,86,2,4.12
519,Lorengau,PG,2022-01-26 00:52:00,-2.0226,147.2712,84.92,71,100,6.38
520,Bac Lieu,VN,2022-01-26 00:52:00,9.285,105.7244,79.11,74,24,13.0
521,Nantucket,US,2022-01-26 00:48:02,41.2835,-70.0995,39.34,77,75,8.05
522,Vanavara,RU,2022-01-26 00:52:01,60.34,102.2797,-15.12,100,100,1.57
523,Teguise,ES,2022-01-26 00:52:01,29.0605,-13.564,57.42,77,20,13.8
524,Novyy Urengoy,RU,2022-01-26 00:52:02,66.0833,76.6333,-1.12,97,100,15.82
525,Salinas,US,2022-01-26 00:49:48,36.6777,-121.6555,62.65,73,0,11.5
526,Baton Rouge,US,2022-01-26 00:50:37,30.4508,-91.1545,55.96,83,100,1.99
527,Negombo,LK,2022-01-26 00:52:02,7.2083,79.8358,75.25,100,20,2.3
528,Boissevain,CA,2022-01-26 00:52:03,49.2306,-100.0559,-12.35,79,22,9.75
529,Maltahohe,NA,2022-01-26 00:52:03,-24.8333,16.9833,75.67,29,2,9.78
530,Taoudenni,ML,2022-01-26 00:52:03,22.6783,-3.9836,70.39,18,100,8.05
531,Hofn,IS,2022-01-26 00:52:04,64.2539,-15.2082,34.11,55,16,15.26
532,Sobolevo,RU,2022-01-26 00:52:04,54.4299,31.8996,26.62,90,100,9.1
533,Chulumani,BO,2022-01-26 00:52:04,-16.4096,-67.5263,63.79,97,94,1.66
534,Arlit,NE,2022-01-26 00:52:05,18.7369,7.3853,57.74,20,99,7.27
535,Wapakoneta,US,2022-01-26 00:52:05,40.5678,-84.1936,16.61,79,0,5.75
536,Namibe,AO,2022-01-26 00:52:06,-15.1961,12.1522,75.13,84,96,2.17
537,Itaituba,BR,2022-01-26 00:51:12,-4.2761,-55.9836,74.37,93,100,0.58
538,Cotonou,BJ,2022-01-26 00:48:01,6.3654,2.4183,76.98,94,2,4.61
539,Lensk,RU,2022-01-26 00:52:06,60.7253,114.9278,-2.74,96,100,6.85
540,Conceicao Da Barra,BR,2022-01-26 00:52:07,-18.5933,-39.7322,76.05,86,100,10.13
541,Port Hedland,AU,2022-01-26 00:52:07,-20.3167,118.5667,89.65,70,75,8.05
542,Dicabisagan,PH,2022-01-26 00:52:07,17.0818,122.4157,75.67,89,100,10.18
543,Sibu,MY,2022-01-26 00:52:08,2.3,111.8167,75.51,100,40,5.01
544,Koungheul,SN,2022-01-26 00:52:08,13.9833,-14.8,78.48,9,100,9.84
545,College,US,2022-01-26 00:52:09,64.8569,-147.8028,21.15,70,100,5.75
546,Ust-Kuyga,RU,2022-01-26 00:52:09,70.0167,135.6,-21.26,100,96,8.12
547,Beipiao,CN,2022-01-26 00:52:10,41.7919,120.7792,16.47,42,7,5.7
548,Venkatagiri,IN,2022-01-26 00:52:10,13.9667,79.5833,73.87,86,89,0.72
549,Alugan,PH,2022-01-26 00:52:11,12.2188,125.4808,79.54,89,92,12.71
550,Almaty,KZ,2022-01-26 00:52:11,43.25,76.95,21.11,93,75,4.47
551,Tocopilla,CL,2022-01-26 00:52:11,-22.092,-70.1979,68.79,68,36,5.08
552,Bizhbulyak,RU,2022-01-26 00:52:12,53.6967,54.2642,-5.31,100,96,3.83
553,Mocuba,MZ,2022-01-26 00:52:12,-16.8392,36.9856,72.34,96,100,5.5
554,Farafangana,MG,2022-01-26 00:52:12,-22.8167,47.8333,73.53,74,48,3.78
